date,equity
2021-03-08,93838.23059009094
2021-03-09,93838.23059009094
2021-03-10,93838.23059009094
2021-03-11,93838.23059009094
2021-03-12,93838.23059009094
2021-03-15,93838.23059009094
2021-03-16,93838.23059009094
2021-03-17,93838.23059009094
2021-03-18,93838.23059009094
2021-03-19,93838.23059009094
2021-03-22,93838.23059009094
2021-03-23,93838.23059009094
2021-03-24,93838.23059009094
2021-03-25,93838.23059009094
2021-03-26,93838.23059009094
2021-03-29,93838.23059009094
2021-03-30,93838.23059009094
2021-03-31,93838.23059009094
2021-04-01,93838.23059009094
2021-04-02,93838.23059009094
2021-04-06,93838.23059009094
2021-04-07,93838.23059009094
2021-04-08,93838.23059009094
2021-04-09,93838.23059009094
2021-04-12,93838.23059009094
2021-04-13,93838.23059009094
2021-04-14,93838.23059009094
2021-04-15,93838.23059009094
2021-04-16,93838.23059009094
2021-04-19,93838.23059009094
2021-04-20,93838.23059009094
2021-04-21,93838.23059009094
2021-04-22,93587.97555851754
2021-04-23,93943.23555851755
2021-04-26,93542.13555851755
2021-04-27,93542.13555851755
2021-04-28,94011.99555851755
2021-04-29,94287.03555851754
2021-04-30,93860.56410621596
2021-05-06,94354.90410621595
2021-05-07,95649.60410621593
2021-05-10,95017.51416753136
2021-05-11,93830.50416753136
2021-05-12,93902.44416753134
2021-05-13,92175.88416753135
2021-05-14,93722.59416753135
2021-05-17,94729.75416753136
2021-05-18,95808.85416753136
2021-05-19,94729.75416753136
2021-05-20,95521.09416753135
2021-05-21,94334.08416753136
2021-05-24,94298.11416753134
2021-05-25,98326.75416753136
2021-05-26,99801.52416753134
2021-05-27,98912.68899043187
2021-05-28,97650.60899043187
2021-05-31,96345.00899043186
2021-06-01,95126.44899043185
2021-06-02,94995.88899043185
2021-06-03,94473.64899043186
2021-06-04,97824.68899043187
2021-06-07,96780.20899043186
2021-06-08,97781.16899043185
2021-06-09,98303.40899043185
2021-06-10,96345.00899043186
2021-06-11,92732.84899043186
2021-06-15,92608.78495144306
2021-06-16,92608.78495144306
2021-06-17,92608.78495144306
2021-06-18,92608.78495144306
2021-06-21,92608.78495144306
2021-06-22,92608.78495144306
2021-06-23,92608.78495144306
2021-06-24,92608.78495144306
2021-06-25,92608.78495144306
2021-06-28,92608.78495144306
2021-06-29,92608.78495144306
2021-06-30,92608.78495144306
2021-07-01,92608.78495144306
2021-07-02,92608.78495144306
2021-07-05,92608.78495144306
2021-07-06,92608.78495144306
2021-07-07,92608.78495144306
2021-07-08,92608.78495144306
2021-07-09,92608.78495144306
2021-07-12,92608.78495144306
2021-07-13,92608.78495144306
2021-07-14,92608.78495144306
2021-07-15,92608.78495144306
2021-07-16,92608.78495144306
2021-07-19,92608.78495144306
2021-07-20,92608.78495144306
2021-07-21,92608.78495144306
2021-07-22,92608.78495144306
2021-07-23,92608.78495144306
2021-07-26,92608.78495144306
2021-07-27,92608.78495144306
2021-07-28,92608.78495144306
2021-07-29,92608.78495144306
2021-07-30,92608.78495144306
2021-08-02,92608.78495144306
2021-08-03,92608.78495144306
2021-08-04,92608.78495144306
2021-08-05,92608.78495144306
2021-08-06,92608.78495144306
2021-08-09,92608.78495144306
2021-08-10,92608.78495144306
2021-08-11,92608.78495144306
2021-08-12,92608.78495144306
2021-08-13,92608.78495144306
2021-08-16,92608.78495144306
2021-08-17,92608.78495144306
2021-08-18,92608.78495144306
2021-08-19,92608.78495144306
2021-08-20,92608.78495144306
2021-08-23,92608.78495144306
2021-08-24,92608.78495144306
2021-08-25,92608.78495144306
2021-08-26,92608.78495144306
2021-08-27,92608.78495144306
2021-08-30,92608.78495144306
2021-08-31,92608.78495144306
2021-09-01,92608.78495144306
2021-09-02,92608.78495144306
2021-09-03,92608.78495144306
2021-09-06,92608.78495144306
2021-09-07,92608.78495144306
2021-09-08,92608.78495144306
2021-09-09,92608.78495144306
2021-09-10,92608.78495144306
2021-09-13,92608.78495144306
2021-09-14,92608.78495144306
2021-09-15,92608.78495144306
2021-09-16,92608.78495144306
2021-09-17,92608.78495144306
2021-09-22,92608.78495144306
2021-09-23,92608.78495144306
2021-09-24,92608.78495144306
2021-09-27,92608.78495144306
2021-09-28,92608.78495144306
2021-09-29,92608.78495144306
2021-09-30,92608.78495144306
2021-10-08,92608.78495144306
2021-10-11,92608.78495144306
2021-10-12,92608.78495144306
2021-10-13,92608.78495144306
2021-10-14,92608.78495144306
2021-10-15,92608.78495144306
2021-10-18,92608.78495144306
2021-10-19,92608.78495144306
2021-10-20,92608.78495144306
2021-10-21,92608.78495144306
2021-10-22,92608.78495144306
2021-10-25,92608.78495144306
2021-10-26,92608.78495144306
2021-10-27,92608.78495144306
2021-10-28,92608.78495144306
2021-10-29,92608.78495144306
2021-11-01,92608.78495144306
2021-11-02,92608.78495144306
2021-11-03,92608.78495144306
2021-11-04,92608.78495144306
2021-11-05,92608.78495144306
2021-11-08,92608.78495144306
2021-11-09,92608.78495144306
2021-11-10,92608.78495144306
2021-11-11,92608.78495144306
2021-11-12,92608.78495144306
2021-11-15,92608.78495144306
2021-11-16,92608.78495144306
2021-11-17,92608.78495144306
2021-11-18,92608.78495144306
2021-11-19,92608.78495144306
2021-11-22,92608.78495144306
2021-11-23,92608.78495144306
2021-11-24,92608.78495144306
2021-11-25,92608.78495144306
2021-11-26,92608.78495144306
2021-11-29,92608.78495144306
2021-11-30,92608.78495144306
2021-12-01,92608.78495144306
2021-12-02,92608.78495144306
2021-12-03,92608.78495144306
2021-12-06,92608.78495144306
2021-12-07,92608.78495144306
2021-12-08,92608.78495144306
2021-12-09,92608.78495144306
2021-12-10,92371.55853127576
2021-12-13,92180.48853127575
2021-12-14,90981.95853127576
2021-12-15,90929.84853127575
2021-12-16,91225.13853127576
2021-12-17,90964.58853127576
2021-12-20,90877.73853127575
2021-12-21,90814.92246629085
2021-12-22,90814.92246629085
2021-12-23,90814.92246629085
2021-12-24,90814.92246629085
2021-12-27,90814.92246629085
2021-12-28,90814.92246629085
2021-12-29,90814.92246629085
2021-12-30,90814.92246629085
2021-12-31,90814.92246629085
2022-01-04,90814.92246629085
2022-01-05,90814.92246629085
2022-01-06,90814.92246629085
2022-01-07,90814.92246629085
2022-01-10,90814.92246629085
2022-01-11,90814.92246629085
2022-01-12,90814.92246629085
2022-01-13,90814.92246629085
2022-01-14,90814.92246629085
2022-01-17,90814.92246629085
2022-01-18,90814.92246629085
2022-01-19,90814.92246629085
2022-01-20,90814.92246629085
2022-01-21,90814.92246629085
2022-01-24,90814.92246629085
2022-01-25,90814.92246629085
2022-01-26,90814.92246629085
2022-01-27,90814.92246629085
2022-01-28,90814.92246629085
2022-02-07,90814.92246629085
2022-02-08,90814.92246629085
2022-02-09,90814.92246629085
2022-02-10,90814.92246629085
2022-02-11,90814.92246629085
2022-02-14,90814.92246629085
2022-02-15,90814.92246629085
2022-02-16,90814.92246629085
2022-02-17,90814.92246629085
2022-02-18,90814.92246629085
2022-02-21,90814.92246629085
2022-02-22,90814.92246629085
2022-02-23,90814.92246629085
2022-02-24,90814.92246629085
2022-02-25,90814.92246629085
2022-02-28,90814.92246629085
2022-03-01,90814.92246629085
2022-03-02,90814.92246629085
2022-03-03,90814.92246629085
2022-03-04,90814.92246629085
2022-03-07,90814.92246629085
2022-03-08,90814.92246629085
2022-03-09,90814.92246629085
2022-03-10,90814.92246629085
2022-03-11,90814.92246629085
2022-03-14,90814.92246629085
2022-03-15,90814.92246629085
2022-03-16,90814.92246629085
2022-03-17,90814.92246629085
2022-03-18,90814.92246629085
2022-03-21,90814.92246629085
2022-03-22,90814.92246629085
2022-03-23,90814.92246629085
2022-03-24,90814.92246629085
2022-03-25,90814.92246629085
2022-03-28,90814.92246629085
2022-03-29,90814.92246629085
2022-03-30,90814.92246629085
2022-03-31,90814.92246629085
2022-04-01,90814.92246629085
2022-04-06,92115.69602761124
2022-04-07,91742.95553487923
2022-04-08,92157.55553487924
2022-04-11,90948.30553487924
2022-04-12,90499.15553487925
2022-04-13,90084.55553487924
2022-04-14,90913.75553487925
2022-04-15,92226.65553487925
2022-04-18,90430.05553487924
2022-04-19,90119.10553487924
2022-04-20,90257.30553487924
2022-04-21,90119.10553487924
2022-04-22,90982.85553487924
2022-04-25,86802.30553487924
2022-04-26,86888.26726159925
2022-04-27,86888.26726159925
2022-04-28,86888.26726159925
2022-04-29,86888.26726159925
2022-05-05,86888.26726159925
2022-05-06,86888.26726159925
2022-05-09,86888.26726159925
2022-05-10,86888.26726159925
2022-05-11,86888.26726159925
2022-05-12,86888.26726159925
2022-05-13,86888.26726159925
2022-05-16,86888.26726159925
2022-05-17,86888.26726159925
2022-05-18,86888.26726159925
2022-05-19,86888.26726159925
2022-05-20,86888.26726159925
2022-05-23,86888.26726159925
2022-05-24,86888.26726159925
2022-05-25,86888.26726159925
2022-05-26,86888.26726159925
2022-05-27,86888.26726159925
2022-05-30,86888.26726159925
2022-05-31,86888.26726159925
2022-06-01,86888.26726159925
2022-06-02,86888.26726159925
2022-06-06,86888.26726159925
2022-06-07,86888.26726159925
2022-06-08,86888.26726159925
2022-06-09,86888.26726159925
2022-06-10,86888.26726159925
2022-06-13,86888.26726159925
2022-06-14,86888.26726159925
2022-06-15,86888.26726159925
2022-06-16,86888.26726159925
2022-06-17,86888.26726159925
2022-06-20,86888.26726159925
2022-06-21,86888.26726159925
2022-06-22,86888.26726159925
2022-06-23,86888.26726159925
2022-06-24,86888.26726159925
2022-06-27,86888.26726159925
2022-06-28,86888.26726159925
2022-06-29,86888.26726159925
2022-06-30,86888.26726159925
2022-07-01,86888.26726159925
2022-07-04,86888.26726159925
2022-07-05,86888.26726159925
2022-07-06,86888.26726159925
2022-07-07,86888.26726159925
2022-07-08,86888.26726159925
2022-07-11,86888.26726159925
2022-07-12,86888.26726159925
2022-07-13,86888.26726159925
2022-07-14,86888.26726159925
2022-07-15,86888.26726159925
2022-07-18,86888.26726159925
2022-07-19,86888.26726159925
2022-07-20,86888.26726159925
2022-07-21,86888.26726159925
2022-07-22,86888.26726159925
2022-07-25,86888.26726159925
2022-07-26,86888.26726159925
2022-07-27,86888.26726159925
2022-07-28,86888.26726159925
2022-07-29,86888.26726159925
2022-08-01,86888.26726159925
2022-08-02,86888.26726159925
2022-08-03,86888.26726159925
2022-08-04,86888.26726159925
2022-08-05,86888.26726159925
2022-08-08,86888.26726159925
2022-08-09,86888.26726159925
2022-08-10,86888.26726159925
2022-08-11,86888.26726159925
2022-08-12,86888.26726159925
2022-08-15,86888.26726159925
2022-08-16,86888.26726159925
2022-08-17,86888.26726159925
2022-08-18,86888.26726159925
2022-08-19,86888.26726159925
2022-08-22,86888.26726159925
2022-08-23,86888.26726159925
2022-08-24,86888.26726159925
2022-08-25,86888.26726159925
2022-08-26,86888.26726159925
2022-08-29,86888.26726159925
2022-08-30,86888.26726159925
2022-08-31,86888.26726159925
2022-09-01,86888.26726159925
2022-09-02,86888.26726159925
2022-09-05,86888.26726159925
2022-09-06,86888.26726159925
2022-09-07,86888.26726159925
2022-09-08,86888.26726159925
2022-09-09,86888.26726159925
2022-09-13,86888.26726159925
2022-09-14,86814.01698490325
2022-09-15,87636.97698490326
2022-09-16,85185.80828532667
2022-09-19,85246.74828532667
2022-09-20,83845.12828532666
2022-09-21,84393.58828532667
2022-09-22,83540.42828532666
2022-09-23,83210.40352082647
2022-09-26,83210.40352082647
2022-09-27,83210.40352082647
2022-09-28,83210.40352082647
2022-09-29,83210.40352082647
2022-09-30,83210.40352082647
2022-10-10,83210.40352082647
2022-10-11,83210.40352082647
2022-10-12,83210.40352082647
2022-10-13,83210.40352082647
2022-10-14,83210.40352082647
2022-10-17,83210.40352082647
2022-10-18,83210.40352082647
2022-10-19,83210.40352082647
2022-10-20,83210.40352082647
2022-10-21,83210.40352082647
2022-10-24,83210.40352082647
2022-10-25,83210.40352082647
2022-10-26,83210.40352082647
2022-10-27,83210.40352082647
2022-10-28,83210.40352082647
2022-10-31,83210.40352082647
2022-11-01,83210.40352082647
2022-11-02,83210.40352082647
2022-11-03,83210.40352082647
2022-11-04,83210.40352082647
2022-11-07,83210.40352082647
2022-11-08,83210.40352082647
2022-11-09,83210.40352082647
2022-11-10,83210.40352082647
2022-11-11,83210.40352082647
2022-11-14,83210.40352082647
2022-11-15,83602.98595731978
2022-11-16,83092.07595731977
2022-11-17,82742.50595731977
2022-11-18,82473.60595731977
2022-11-21,82124.03595731976
2022-11-22,83092.07595731977
2022-11-23,83092.07595731977
2022-11-24,82957.62595731977
2022-11-25,84033.22595731977
2022-11-28,82819.51090950027
2022-11-29,89075.87090950029
2022-11-30,89588.58863588927
2022-12-01,90127.30863588928
2022-12-02,88588.10863588928
2022-12-05,93436.58863588927
2022-12-06,92692.86594344517
2022-12-07,90453.14594344518
2022-12-08,92132.93594344518
2022-12-09,94852.59594344517
2022-12-12,90133.18594344518
2022-12-13,91173.05594344517
2022-12-14,91093.06594344518
2022-12-15,90053.19594344517
2022-12-16,91972.95594344517
2022-12-19,89573.25594344517
2022-12-20,87333.53594344517
2022-12-21,88018.25298311518
2022-12-22,88018.25298311518
2022-12-23,88018.25298311518
2022-12-26,88018.25298311518
2022-12-27,88018.25298311518
2022-12-28,88018.25298311518
2022-12-29,88018.25298311518
2022-12-30,88018.25298311518
2023-01-03,88018.25298311518
2023-01-04,89351.02591164358
2023-01-05,89863.12748932208
2023-01-06,90469.74748932208
2023-01-09,91348.51399637408
2023-01-10,88995.19399637409
2023-01-11,90498.70399637408
2023-01-12,90498.70399637408
2023-01-13,92329.06399637408
2023-01-16,93178.8739963741
2023-01-17,92459.80399637407
2023-01-18,93453.91139594409
2023-01-19,93312.97139594409
2023-01-20,93594.85139594408
2023-01-30,93735.79139594409
2023-01-31,92608.27139594409
2023-02-01,90564.64139594408
2023-02-02,89859.94139594409
2023-02-03,87886.7813959441
2023-02-06,85631.74139594409
2023-02-07,86020.1464292602
2023-02-08,86020.1464292602
2023-02-09,86020.1464292602
2023-02-10,86020.1464292602
2023-02-13,86020.1464292602
2023-02-14,86020.1464292602
2023-02-15,86020.1464292602
2023-02-16,86020.1464292602
2023-02-17,86020.1464292602
2023-02-20,86020.1464292602
2023-02-21,86020.1464292602
2023-02-22,86020.1464292602
2023-02-23,86020.1464292602
2023-02-24,86020.1464292602
2023-02-27,86020.1464292602
2023-02-28,86020.1464292602
2023-03-01,86020.1464292602
2023-03-02,86020.1464292602
2023-03-03,86020.1464292602
2023-03-06,86020.1464292602
2023-03-07,86020.1464292602
2023-03-08,86020.1464292602
2023-03-09,86020.1464292602
2023-03-10,86020.1464292602
2023-03-13,86020.1464292602
2023-03-14,86020.1464292602
2023-03-15,86020.1464292602
2023-03-16,86020.1464292602
2023-03-17,86020.1464292602
2023-03-20,86020.1464292602
2023-03-21,86020.1464292602
2023-03-22,86020.1464292602
2023-03-23,86020.1464292602
2023-03-24,86020.1464292602
2023-03-27,86020.1464292602
2023-03-28,86020.1464292602
2023-03-29,86020.1464292602
2023-03-30,86020.1464292602
2023-03-31,86020.1464292602
2023-04-03,86020.1464292602
2023-04-04,86020.1464292602
2023-04-06,86020.1464292602
2023-04-07,86020.1464292602
2023-04-10,86020.1464292602
2023-04-11,86020.1464292602
2023-04-12,86020.1464292602
2023-04-13,86020.1464292602
2023-04-14,86020.1464292602
2023-04-17,86020.1464292602
2023-04-18,86020.1464292602
2023-04-19,85488.8903488807
2023-04-20,85184.3903488807
2023-04-21,84423.1403488807
2023-04-24,83205.1403488807
2023-04-25,83314.4080688722
2023-04-26,83314.4080688722
2023-04-27,83314.4080688722
2023-04-28,83314.4080688722
2023-05-04,83314.4080688722
2023-05-05,83314.4080688722
2023-05-08,83314.4080688722
2023-05-09,82721.2037286097
2023-05-10,81945.2037286097
2023-05-11,81969.4537286097
2023-05-12,81411.7037286097
2023-05-15,81546.6994164922
2023-05-16,81546.6994164922
2023-05-17,81546.6994164922
2023-05-18,81546.6994164922
2023-05-19,81546.6994164922
2023-05-22,81546.6994164922
2023-05-23,81546.6994164922
2023-05-24,81546.6994164922
2023-05-25,81546.6994164922
2023-05-26,81546.6994164922
2023-05-29,81546.6994164922
2023-05-30,81546.6994164922
2023-05-31,81546.6994164922
2023-06-01,81546.6994164922
2023-06-02,81546.6994164922
2023-06-05,81546.6994164922
2023-06-06,81546.6994164922
2023-06-07,81546.6994164922
2023-06-08,81546.6994164922
2023-06-09,81546.6994164922
2023-06-12,81546.6994164922
2023-06-13,81546.6994164922
2023-06-14,81546.6994164922
2023-06-15,81546.6994164922
2023-06-16,81546.6994164922
2023-06-19,81546.6994164922
2023-06-20,81546.6994164922
2023-06-21,81546.6994164922
2023-06-26,81546.6994164922
2023-06-27,81546.6994164922
2023-06-28,81546.6994164922
2023-06-29,81546.6994164922
2023-06-30,81546.6994164922
2023-07-03,81546.6994164922
2023-07-04,81546.6994164922
2023-07-05,81546.6994164922
2023-07-06,81546.6994164922
2023-07-07,81546.6994164922
2023-07-10,81546.6994164922
2023-07-11,81546.6994164922
2023-07-12,81546.6994164922
2023-07-13,81546.6994164922
2023-07-14,81546.6994164922
2023-07-17,81546.6994164922
2023-07-18,81546.6994164922
2023-07-19,81546.6994164922
2023-07-20,81546.6994164922
2023-07-21,81546.6994164922
2023-07-24,81546.6994164922
2023-07-25,81546.6994164922
2023-07-26,81615.4231333687
2023-07-27,81959.82313336871
2023-07-28,84155.3731333687
2023-07-31,84413.6731333687
2023-08-01,83724.8731333687
2023-08-02,83165.22313336871
2023-08-03,84456.72313336871
2023-08-04,84327.57313336871
2023-08-07,83724.8731333687
2023-08-08,83466.57313336871
2023-08-09,84149.0135987387
2023-08-10,84069.94359873871
2023-08-11,81935.05359873871
2023-08-14,80195.5135987387
2023-08-15,80321.61683767602
2023-08-16,80321.61683767602
2023-08-17,80321.61683767602
2023-08-18,80321.61683767602
2023-08-21,80321.61683767602
2023-08-22,80321.61683767602
2023-08-23,80321.61683767602
2023-08-24,80321.61683767602
2023-08-25,80321.61683767602
2023-08-28,80321.61683767602
2023-08-29,80321.61683767602
2023-08-30,80321.61683767602
2023-08-31,80321.61683767602
2023-09-01,80321.61683767602
2023-09-04,80321.61683767602
2023-09-05,80321.61683767602
2023-09-06,80321.61683767602
2023-09-07,80321.61683767602
2023-09-08,80321.61683767602
2023-09-11,80321.61683767602
2023-09-12,80321.61683767602
2023-09-13,80321.61683767602
2023-09-14,80321.61683767602
2023-09-15,80321.61683767602
2023-09-18,80321.61683767602
2023-09-19,80321.61683767602
2023-09-20,80321.61683767602
2023-09-21,80321.61683767602
2023-09-22,80321.61683767602
2023-09-25,80321.61683767602
2023-09-26,80321.61683767602
2023-09-27,80321.61683767602
2023-09-28,80321.61683767602
2023-10-09,80321.61683767602
2023-10-10,80321.61683767602
2023-10-11,80321.61683767602
2023-10-12,80321.61683767602
2023-10-13,80321.61683767602
2023-10-16,80321.61683767602
2023-10-17,80321.61683767602
2023-10-18,80321.61683767602
2023-10-19,80321.61683767602
2023-10-20,80321.61683767602
2023-10-23,80321.61683767602
2023-10-24,80321.61683767602
2023-10-25,80321.61683767602
2023-10-26,80321.61683767602
2023-10-27,80321.61683767602
2023-10-30,80321.61683767602
2023-10-31,80321.61683767602
2023-11-01,80321.61683767602
2023-11-02,80321.61683767602
2023-11-03,80321.61683767602
2023-11-06,80321.61683767602
2023-11-07,80321.61683767602
2023-11-08,80321.61683767602
2023-11-09,80321.61683767602
2023-11-10,80321.61683767602
2023-11-13,80321.61683767602
2023-11-14,80321.61683767602
2023-11-15,80321.61683767602
2023-11-16,80321.61683767602
2023-11-17,80321.61683767602
2023-11-20,80321.61683767602
2023-11-21,80321.61683767602
2023-11-22,80321.61683767602
2023-11-23,80321.61683767602
2023-11-24,80321.61683767602
2023-11-27,80321.61683767602
2023-11-28,80321.61683767602
